事件/資產名稱,DNA層級,DNA追溯碼,I值（事件重要性）,R值（影響範圍）,三才校驗,三色審計,創建時間,創建者,商業授權狀態,壓力測試問題,壓力測試結果,女媧五彩石,審查對象,對外狀態,已加密,已否決,平台/來源,最後編輯,本機路徑,松緊級別,治理維度,涉及維度,熔斷級別,版本號,登記時間,紅線觸碰,編輯者,老大原話存檔,處理狀態,行動建議,證據鏈摘要,負責人,資產類型,風險評分,龍魂ID
aggregator.py,,#龍芯⚡️2026-03-27-AGGREGATOR_PY-v1.0,,,,🟢 通過,2026年3月27日 15:39,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:39,/Users/zuimeidedeyihan/longhun-system/cnsh-core/projection/aggregator.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,168
store.py,,#龍芯⚡️2026-03-27-STORE_PY-v1.0,,,,🟢 通過,2026年3月27日 15:39,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:39,/Users/zuimeidedeyihan/longhun-system/cnsh-core/registry/store.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,175
requirements.txt,,#龍芯⚡️2026-03-27-REQUIREMENTS_TXT-v1.0,,,,🟢 通過,2026年3月27日 15:39,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:39,/Users/zuimeidedeyihan/longhun-system/cnsh-core/requirements.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,177
__init__.py,,#龍芯⚡️2026-03-27-INIT_PY-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/cnsh-core/security/__init__.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,181
api.py,,#龍芯⚡️2026-03-27-API_PY-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/cnsh-core/shield/api.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,185
core.py,,#龍芯⚡️2026-03-27-CORE_PY-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/cnsh-core/shield/core.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,186
README.md,,#龍芯⚡️2026-03-27-README_MD-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/audit/README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,188
CONTRIBUTING.md,,#龍芯⚡️2026-03-27-CONTRIBUTING_MD-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/CONTRIBUTING.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,193
dna_generator.py,,#龍芯⚡️2026-03-27-DNA_GENERATOR_PY-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/identity/dna_generator.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,196
dna_registration.py,,#龍芯⚡️2026-03-27-DNA_REGISTRATION_PY-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/identity/dna_registration.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,197
five_anchor_auth.py,,#龍芯⚡️2026-03-27-FIVE_ANCHOR_AUTH_PY-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/identity/five_anchor_auth.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,198
__init__.py,,#龍芯⚡️2026-03-27-INIT_PY-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/lu/__init__.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,199
DNA追溯系统永久记录启用.md,,#龍芯⚡️2026-03-27-DNA_MD-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/lu/instructions/DNA追溯系统永久记录启用.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,200
可证明回滚机制部署.md,,#龍芯⚡️2026-03-27-MD_525B-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/lu/instructions/可证明回滚机制部署.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,202
量子神经网络架构部署.md,,#龍芯⚡️2026-03-27-MD_396D-v1.0,,,,🟢 通過,2026年3月27日 15:40,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:40,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/lu/instructions/量子神经网络架构部署.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,204
README.md,,#龍芯⚡️2026-03-27-README_MD-v1.0,,,,🟢 通過,2026年3月27日 15:41,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/lu/README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,213
circuit_breaker.py,,#龍芯⚡️2026-03-27-CIRCUIT_BREAKER_PY-v1.0,,,,🟢 通過,2026年3月27日 15:41,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/protection/circuit_breaker.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,214
__init__.py,,#龍芯⚡️2026-03-27-INIT_PY-v1.0,,,,🟢 通過,2026年3月27日 15:41,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/protocol/__init__.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,215
rule_layers.py,,#龍芯⚡️2026-03-27-RULE_LAYERS_PY-v1.0,,,,🟢 通過,2026年3月27日 15:41,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/protocol/rule_layers.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,221
DNA_STANDARD.md,,#龍芯⚡️2026-03-27-DNA_STANDARD_MD-v1.0,,,,🟢 通過,2026年3月27日 15:41,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/DNA_STANDARD.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,224
05-API接入规则-老大接入外部API.md,,#龍芯⚡️2026-03-27-MOD_05-API_-_API_MD-v1.0,,,,🟢 通過,2026年3月27日 15:41,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/api/05-API接入规则-老大接入外部API.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,226
<POTENTIAL_SECRET_PLACEHOLDER>.md,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,,,🟢 通過,2026年3月27日 15:41,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/architecture/<POTENTIAL_SECRET_PLACEHOLDER>.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,230
README.md,,#龍芯⚡️2026-03-27-README_MD-v1.0,,,,🟢 通過,2026年3月27日 15:41,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/architecture/README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,231
DNA_CODING_SYSTEM.md,,#龍芯⚡️2026-03-27-DNA_CODING_SYSTEM_MD-v1.0,,,,🟢 通過,2026年3月27日 15:42,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/DNA_CODING_SYSTEM.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,236
CNSH_统一管理系统使用指南.md,,#龍芯⚡️2026-03-27-CNSH_MD-v1.0,,,,🟢 通過,2026年3月27日 15:42,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/CNSH_统一管理系统使用指南.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,240
DEPLOYMENT_GUIDE.md,,#龍芯⚡️2026-03-27-DEPLOYMENT_GUIDE_MD-v1.0,,,,🟢 通過,2026年3月27日 15:42,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/DEPLOYMENT_GUIDE.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,242
LONGHUN_OPENSOURCE_MANIFESTO.md,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,,,🟢 通過,2026年3月27日 15:42,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/LONGHUN_OPENSOURCE_MANIFESTO.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,249
notion-databases-integration.md,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,,,🟢 通過,2026年3月27日 15:42,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/notion-databases-integration.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,250
README.md,,#龍芯⚡️2026-03-27-README_MD-v1.0,,,,🟢 通過,2026年3月27日 15:42,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/evidence/README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,268
package-simple.json,,#龍芯⚡️2026-03-27-PACKAGE-SIMPLE_JSON-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/package-simple.json,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,⚙️ 系統架構,,275
HUAWEI_HANDOVER_README.md,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/platform/huawei/HUAWEI_HANDOVER_README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,279
requirements-notion.txt,,#龍芯⚡️2026-03-27-REQUIREMENTS-NOTION_TXT-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/requirements-notion.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,284
requirements.txt,,#龍芯⚡️2026-03-27-REQUIREMENTS_TXT-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/requirements.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,285
README.md,,#龍芯⚡️2026-03-27-README_MD-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/research/game-theory/README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,287
README.md,,#龍芯⚡️2026-03-27-README_MD-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/research/papers/README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,288
install.sh,,#龍芯⚡️2026-03-27-INSTALL_SH-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/scripts/install.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,295
local-db-setup.sh,,#龍芯⚡️2026-03-27-LOCAL-DB-SETUP_SH-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/scripts/local-db-setup.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,296
start-cnhsh-local.sh,,#龍芯⚡️2026-03-27-START-CNHSH-LOCAL_SH-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/scripts/start-cnhsh-local.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,297
validate_dna.py,,#龍芯⚡️2026-03-27-VALIDATE_DNA_PY-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/scripts/validate_dna.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,299
validate_gpg.py,,#龍芯⚡️2026-03-27-VALIDATE_GPG_PY-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/scripts/validate_gpg.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,300
notion-monitor-daemon.sh,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.sh-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/services/monitor/notion-monitor-daemon.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,304
integrate-notion-dbs.sh,,#龍芯⚡️2026-03-27-INTEGRATE-NOTION-DBS_SH-v1.0,,,,🟢 通過,2026年3月27日 15:43,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/services/notion-sync/integrate-notion-dbs.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,307
knowledge.js,,#龍芯⚡️2026-03-27-KNOWLEDGE_JS-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/src/routes/knowledge.js,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,311
server-fixed.js,,#龍芯⚡️2026-03-27-SERVER-FIXED_JS-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/src/server-fixed.js,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,316
database.js,,#龍芯⚡️2026-03-27-DATABASE_JS-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/src/services/database.js,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,321
embedding.js,,#龍芯⚡️2026-03-27-EMBEDDING_JS-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/src/services/embedding.js,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,322
ai_chat_extractor.py,,#龍芯⚡️2026-03-27-AI_CHAT_EXTRACTOR_PY-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/tools/ai_chat_extractor.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,328
cnsh-unified.sh,,#龍芯⚡️2026-03-27-CNSH-UNIFIED_SH-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/tools/cnsh-unified.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,329
FINAL_PUSH.sh,,#龍芯⚡️2026-03-27-FINAL_PUSH_SH-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/tools/FINAL_PUSH.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,331
popup.js,,#龍芯⚡️2026-03-27-POPUP_JS-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/web/browser-plugin/popup.js,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,335
README.md,,#龍芯⚡️2026-03-27-README_MD-v1.0,,,,🟢 通過,2026年3月27日 15:44,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:44,/Users/zuimeidedeyihan/longhun-system/CNSH-github/longhun-os-v1.0-universal/README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,349
TODAY_DELIVERY_SUMMARY.md,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,,,🟢 通過,2026年3月27日 15:45,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:45,/Users/zuimeidedeyihan/longhun-system/CNSH-github/longhun-os-v1.0-universal/TODAY_DELIVERY_SUMMARY.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,351
PAPER_TRIGGER.md,,#龍芯⚡️2026-03-27-PAPER_TRIGGER_MD-v1.0,,,,🟢 通過,2026年3月27日 15:45,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:45,/Users/zuimeidedeyihan/longhun-system/CNSH-github/papers/PAPER_TRIGGER.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,353
README.md,,#龍芯⚡️2026-03-27-README_MD-v1.0,,,,🟢 通過,2026年3月27日 15:45,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:45,/Users/zuimeidedeyihan/longhun-system/CNSH-github/papers/README.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,354
checklist.md,,#龍芯⚡️2026-03-27-CHECKLIST_MD-v1.0,,,,🟢 通過,2026年3月27日 15:45,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:45,/Users/zuimeidedeyihan/longhun-system/CNSH-github/papers/shangmeng-ler/checklist.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,355
shangmeng_ler_stage1.py,,#龍芯⚡️2026-03-27-SHANGMENG_LER_STAGE1_PY-v1.0,,,,🟢 通過,2026年3月27日 15:45,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:45,/Users/zuimeidedeyihan/longhun-system/CNSH-github/papers/shangmeng-ler/src/shangmeng_ler_stage1.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,357
cnsh_compiler.py,,#龍芯⚡️2026-03-27-CNSH_COMPILER_PY-v1.0,,,,🟢 通過,2026年3月27日 15:45,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:45,/Users/zuimeidedeyihan/longhun-system/cnsh-runtime/compiler/cnsh_compiler.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,364
AI语义标准化系统-Notion完整版.md,,#龍芯⚡️2026-03-27-AI_-NOTION_MD-v1.0,,,,🟢 通過,2026年3月27日 15:45,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 15:45,/Users/zuimeidedeyihan/longhun-system/CNSH-v1.0-完整实现/AI语义标准/AI语义标准化系统-Notion完整版.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,368
